id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
33293311,250269045,2019-03-21,"İstanbul, Turkey",within a day,100%,,f,2.0,2.0,"['email', 'phone']",t,t,Sisli,41.05466,28.99295,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Dryer"", ""Iron"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Kitchen"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Private patio or balcony"", ""Essentials"", ""City skyline view"", ""Refrigerator"", ""Wifi"", ""Exercise equipment"", ""Hair dryer""]",562.0,100,730,100.0,100.0,730.0,730.0,100.0,730.0,t,29,59,89,364,2025-03-28,7,0,0,278,0,0,0.0,2022-06-13,2023-11-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,2,0,2,0,0.21
34431107,223116623,2018-10-29,"İstanbul, Turkey",,,,f,1.0,1.0,"['email', 'phone']",t,t,Kagithane,41.08867,28.99906,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Exterior security cameras on property"", ""Hot water"", ""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Washer"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Heating"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Wifi"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Conditioner"", ""TV"", ""Pocket wifi"", ""Smoking allowed"", ""Dishwasher"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Paid parking off premises"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Refrigerator""]",547.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,29,59,89,179,2025-03-27,0,0,0,179,0,0,0.0,,,,,,,,,,,t,1,0,1,0,
34545389,260692377,2019-05-08,"İstanbul, Turkey",,,,f,1.0,1.0,"['email', 'phone']",t,t,Beyoglu,41.0343,28.9776,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Cooking basics"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Heating"", ""Long term stays allowed"", ""Essentials"", ""Wifi"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Dryer"", ""Indoor fireplace"", ""Pocket wifi"", ""Smoking allowed"", ""Lock on bedroom door"", ""Private living room"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Host greets you"", ""Patio or balcony"", ""Pets allowed"", ""Ethernet connection"", ""Coffee maker"", ""Refrigerator""]",950.0,100,360,100.0,100.0,360.0,360.0,100.0,360.0,t,28,58,88,363,2025-03-29,0,0,0,276,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
34380519,259555812,2019-05-03,"İstanbul, Turkey",within a few hours,100%,15%,f,1.0,2.0,"['email', 'phone']",t,t,Kadikoy,40.99638,29.02954,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Wine glasses"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Books and reading material"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Dining table"", ""Heating"", ""Baking sheet"", ""TV with Netflix"", ""Long term stays allowed"", ""Essentials"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Fast wifi \u2013 270 Mbps"", ""Pocket wifi"", ""Lock on bedroom door"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Coffee"", ""Kitchen"", ""Bed linens"", ""Refrigerator""]",612.0,100,120,100.0,100.0,120.0,120.0,100.0,120.0,t,25,55,85,360,2025-03-27,25,3,0,275,5,255,156060.0,2022-02-27,2024-05-19,4.92,4.88,4.6,4.76,4.92,4.92,4.84,,f,1,0,1,0,0.67
34953416,263377871,2019-05-22,,,,100%,f,1.0,3.0,"['email', 'phone']",t,t,Buyukcekmece,41.0238,28.57951,Private room in serviced apartment,Private room,2,1.0,1 shared bath,0.0,2.0,"[""Dryer"", ""Free parking on premises"", ""Smoking allowed"", ""Pets allowed"", ""Essentials"", ""Private living room"", ""Wifi""]",180.0,100,100,100.0,100.0,100.0,100.0,100.0,100.0,t,30,60,90,365,2025-03-28,0,0,0,279,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
35705963,214808770,2018-09-11,"İstanbul, Turkey",within an hour,100%,100%,f,3.0,3.0,"['email', 'phone']",t,t,Beyoglu,41.03912,28.98355,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Fire extinguisher"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Smoke alarm"", ""Hot water"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Shampoo"", ""Heating"", ""Long term stays allowed"", ""Private patio or balcony"", ""Essentials"", ""Wifi"", ""Extra pillows and blankets"", ""Private entrance"", ""Luggage dropoff allowed"", ""Dryer"", ""Smoking allowed"", ""Lock on bedroom door"", ""Private living room"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Paid parking off premises"", ""Kitchen"", ""Host greets you"", ""Bed linens"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Refrigerator""]",841.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,14,34,34,34,2025-03-28,175,25,0,34,25,150,126150.0,2019-06-21,2025-02-11,4.79,4.79,4.51,4.9,4.91,4.97,4.84,Exempt,t,3,0,3,0,2.49
35706774,214808770,2018-09-11,"İstanbul, Turkey",within an hour,100%,100%,f,3.0,3.0,"['email', 'phone']",t,t,Beyoglu,41.03888,28.98461,Private room in rental unit,Private room,2,1.0,1 shared bath,6.0,1.0,"[""Fire extinguisher"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Smoke alarm"", ""Hot water"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Shampoo"", ""Heating"", ""Long term stays allowed"", ""Essentials"", ""Wifi"", ""Extra pillows and blankets"", ""Private entrance"", ""Luggage dropoff allowed"", ""Dryer"", ""Private living room"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Paid parking off premises"", ""Kitchen"", ""Host greets you"", ""Bed linens"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Refrigerator""]",722.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,24,43,43,43,2025-03-28,176,27,0,43,35,162,116964.0,2019-06-18,2025-02-08,4.71,4.86,4.43,4.89,4.9,4.97,4.68,Exempt,f,3,0,3,0,2.5
35150106,193874094,2018-06-06,,a few days or more,0%,100%,f,1.0,1.0,"['email', 'phone']",t,t,Kadikoy,40.98913,29.06038,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Free street parking"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Safe"", ""Cleaning products"", ""Dining table"", ""Elevator"", ""Free parking on premises"", ""Heating"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Wifi"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Dryer"", ""TV"", ""Smoking allowed"", ""Laundromat nearby"", ""Dishwasher"", ""Gas stove"", ""Private living room"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Coffee"", ""Kitchen"", ""Patio or balcony"", ""Bed linens"", ""Refrigerator""]",650.0,100,730,100.0,100.0,730.0,730.0,100.0,730.0,t,30,60,90,180,2025-03-27,61,4,0,180,12,255,165750.0,2019-06-17,2024-06-07,4.87,4.84,4.84,4.89,4.89,4.85,4.82,,f,1,0,1,0,0.87
35404739,266484982,2019-06-05,,,,,f,1.0,2.0,"['email', 'phone']",t,t,Sisli,41.07282,28.99462,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,5.0,"[""Washer"", ""Hangers"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Bed linens"", ""Smoking allowed"", ""Heating"", ""Essentials"", ""Hot water"", ""Refrigerator"", ""Wifi"", ""Extra pillows and blankets""]",850.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,29,59,89,180,2025-03-27,0,0,0,180,0,0,0.0,,,,,,,,,,,t,1,1,0,0,
36667518,265348694,2019-05-31,"İstanbul, Turkey",within an hour,100%,100%,t,38.0,40.0,"['email', 'phone', 'work_email']",t,t,Beyoglu,41.03638,28.97423,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Dedicated workspace"", ""Hot water"", ""Dishes and silverware"", ""Shower gel"", ""Self check-in"", ""Body soap"", ""Hangers"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Shampoo"", ""Long term stays allowed"", ""Essentials"", ""Clothing storage"", ""Hot water kettle"", ""Wifi"", ""Mini fridge"", ""Conditioner"", ""Bidet"", ""Smoking allowed"", ""Central heating"", ""Kitchenette"", ""Smart lock"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Free washer \u2013 In building""]",717.0,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,21,43,68,245,2025-03-28,151,33,2,245,38,198,141966.0,2019-07-27,2025-03-21,4.77,4.82,4.83,4.91,4.92,4.76,4.87,Exempt,f,19,17,2,0,2.19
36479979,130559246,2017-05-16,"İstanbul, Turkey",within a few hours,100%,100%,f,5.0,7.0,"['email', 'phone']",t,t,Fatih,41.0139,28.97651,Shared room in hostel,Shared room,6,2.0,2 shared baths,1.0,6.0,"[""Washer"", ""Hangers"", ""Dryer"", ""Iron"", ""First aid kit"", ""Air conditioning"", ""Fire extinguisher"", ""Kitchen"", ""TV"", ""Smoking allowed"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Breakfast"", ""Wifi"", ""Hair dryer""]",567.0,1,40,1.0,1.0,40.0,40.0,1.0,40.0,t,27,57,87,362,2025-03-27,2,1,0,277,1,6,3402.0,2023-06-06,2024-10-29,5.0,5.0,3.0,4.0,5.0,5.0,4.5,34-0451,f,5,0,4,1,0.09
37581153,10613916,2013-12-14,,within a day,90%,44%,f,8.0,9.0,"['email', 'phone']",t,t,Sisli,41.05028,28.98686,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Washer"", ""Hangers"", ""Iron"", ""Elevator"", ""Cooking basics"", ""Kitchen"", ""Shampoo"", ""Smoking allowed"", ""Heating"", ""Lock on bedroom door"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Hair dryer""]",451.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,30,60,90,365,2025-03-27,1,0,0,280,0,0,0.0,2020-11-20,2020-11-20,1.0,1.0,1.0,4.0,2.0,3.0,1.0,,f,8,5,3,0,0.02
36862340,277051593,2019-07-18,"İstanbul, Turkey",,,,f,1.0,1.0,"['email', 'phone']",t,t,Beyoglu,41.0355,28.9744,Private room in rental unit,Private room,2,1.0,1 shared bath,4.0,1.0,"[""Washer"", ""Dryer"", ""Hangers"", ""Iron"", ""Air conditioning"", ""Kitchen"", ""Shampoo"", ""Smoking allowed"", ""Heating"", ""Essentials"", ""Hot water"", ""Wifi"", ""Hair dryer""]",800.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,29,59,89,180,2025-03-27,1,0,0,180,0,0,0.0,2019-09-13,2019-09-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
38054068,268751691,2019-06-15,"Istanbul, Turkey",,,100%,f,1.0,1.0,"['email', 'phone']",t,t,Kagithane,41.07848,29.0066,Private room in loft,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Washer"", ""Iron"", ""Kitchen"", ""Smoking allowed"", ""Heating"", ""Hot water"", ""Wifi""]",760.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,28,58,88,178,2025-03-27,0,0,0,178,0,0,0.0,,,,,,,,,,,t,1,0,1,0,
37200172,16939595,2014-06-18,"Istanbul, Turkey",within a day,60%,0%,f,2.0,2.0,"['email', 'phone']",t,t,Kadikoy,40.9883,29.02189,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Washer"", ""Hangers"", ""Iron"", ""Kitchen"", ""TV with standard cable"", ""Host greets you"", ""Shampoo"", ""Smoking allowed"", ""Heating"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Wifi"", ""Hair dryer""]",492.0,101,180,101.0,101.0,180.0,180.0,101.0,180.0,t,30,60,90,365,2025-03-29,9,0,0,278,0,0,0.0,2022-12-04,2023-12-02,5.0,5.0,4.78,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.32
37210621,280096366,2019-07-28,"İstanbul, Turkey",a few days or more,0%,,f,1.0,1.0,"['email', 'phone']",t,t,Besiktas,41.05625,29.00313,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Free street parking"", ""Wine glasses"", ""Lockbox"", ""Air conditioning"", ""Fire extinguisher"", ""Cooking basics"", ""Stove"", ""Free washer \u2013 In unit"", ""Rice maker"", ""Dedicated workspace"", ""Breakfast"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Self check-in"", ""Books and reading material"", ""Hangers"", ""Cleaning products"", ""Dining table"", ""Cleaning available during stay"", ""Free parking on premises"", ""Shampoo"", ""Heating"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Clothing storage"", ""Hot water kettle"", ""Blender"", ""Wifi"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Dryer"", ""Conditioner"", ""Portable fans"", ""Smoking allowed"", ""HDTV with Netflix"", ""Lock on bedroom door"", ""Dishwasher"", ""Bread maker"", ""Freezer"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Microwave"", ""Coffee"", ""Toaster"", ""Game console"", ""Kitchen"", ""Trash compactor"", ""Patio or balcony"", ""Bed linens"", ""Pets allowed"", ""Barbecue utensils"", ""Ethernet connection"", ""Coffee maker"", ""Refrigerator""]",200.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,t,30,60,90,365,2025-03-27,0,0,0,280,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
38117843,102782556,2016-11-06,"İstanbul, Turkey",within a day,60%,0%,f,1.0,8.0,"['email', 'phone']",t,t,Besiktas,41.09255,29.01726,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,0.0,"[""Children\u2019s books and toys"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hot water"", ""Dishes and silverware"", ""Washer"", ""Free parking on premises"", ""Shampoo"", ""Heating"", ""Essentials"", ""Wifi"", ""Dryer"", ""Private hot tub"", ""High chair"", ""TV"", ""Smoking allowed"", ""Lock on bedroom door"", ""Backyard"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Kitchen"", ""Patio or balcony"", ""Coffee maker"", ""Refrigerator""]",570.0,120,360,120.0,120.0,360.0,360.0,120.0,360.0,t,29,59,89,179,2025-03-27,6,0,0,179,1,0,0.0,2019-10-13,2024-03-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.09
37313955,280894382,2019-07-31,"İstanbul, Turkey",,,,f,1.0,1.0,"['email', 'phone']",t,t,Kadikoy,40.98714,29.04412,Private room in rental unit,Private room,3,1.0,1 shared bath,2.0,2.0,"[""Washer"", ""Hangers"", ""Iron"", ""Kitchen"", ""TV"", ""Shampoo"", ""Smoking allowed"", ""Heating"", ""Essentials"", ""Hot water"", ""Wifi"", ""Hair dryer""]",950.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,28,58,88,178,2025-03-27,1,0,0,178,0,0,0.0,2019-09-10,2019-09-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
38229465,25882515,2015-01-10,"Tel Aviv-Yafo, Israel",within a day,67%,,f,1.0,3.0,"['email', 'phone']",t,t,Esenyurt,41.02398,28.65908,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Washer"", ""Iron"", ""Hot tub"", ""Elevator"", ""Gym"", ""Fire extinguisher"", ""Pool"", ""Kitchen"", ""Free parking on premises"", ""TV"", ""Shampoo"", ""Heating"", ""Essentials"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Private entrance""]",958.0,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0,t,28,58,88,363,2025-03-27,1,0,0,278,0,0,0.0,2019-10-11,2019-10-11,5.0,4.0,5.0,4.0,5.0,5.0,3.0,,f,1,1,0,0,0.02
38243129,290631742,2019-08-31,"Göktürk Merkez, Turkey",,,,f,1.0,1.0,"['email', 'phone']",t,t,Sisli,41.05893,28.99216,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Garden view"", ""Dining table"", ""Shampoo"", ""Heating"", ""Essentials"", ""City skyline view"", ""Wifi"", ""Dryer"", ""TV"", ""Private living room"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Patio or balcony"", ""Coffee maker"", ""Refrigerator""]",212.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,30,60,90,180,2025-03-27,0,0,0,180,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
38248081,290669599,2019-09-01,,within a few hours,100%,60%,f,1.0,1.0,"['email', 'phone']",t,t,Eyup,41.07254,28.94904,Private room in rental unit,Private room,1,1.0,1 shared bath,6.0,1.0,"[""Washer"", ""Hangers"", ""Iron"", ""Kitchen"", ""TV"", ""Smoking allowed"", ""Heating"", ""Pets allowed"", ""Essentials"", ""Private living room"", ""Wifi""]",320.0,101,200,101.0,101.0,200.0,200.0,101.0,200.0,t,0,0,10,285,2025-03-27,12,1,0,200,1,202,64640.0,2019-10-06,2025-01-13,4.83,4.75,4.58,4.92,5.0,4.75,4.92,,f,1,0,1,0,0.18
37452626,22100668,2014-10-03,"İstanbul, Turkey",within a day,100%,100%,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Kadikoy,40.98316,29.0264,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Free street parking"", ""Wine glasses"", ""Fire extinguisher"", ""Cooking basics"", ""Stove"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Dedicated workspace"", ""43 inch HDTV with standard cable"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Outdoor playground"", ""Books and reading material"", ""Hangers"", ""Cleaning products"", ""Dining table"", ""Coffee maker: french press"", ""Cleaning available during stay"", ""Exercise equipment: free weights, yoga mat"", ""Mosquito net"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Blender"", ""Fast wifi \u2013 91 Mbps"", ""Extra pillows and blankets"", ""Board games"", ""Luggage dropoff allowed"", ""Oven"", ""Portable fans"", ""Portable heater"", ""Babysitter recommendations"", ""Shared patio or balcony"", ""Radiant heating"", ""Piano"", ""Table corner guards"", ""Central heating"", ""Children\u2019s bikes"", ""Dishwasher"", ""Laundromat nearby"", ""Private living room"", ""Outlet covers"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Baby bath"", ""Coffee"", ""Children's playroom"", ""Toaster"", ""Kitchen"", ""Paid parking off premises"", ""Host greets you"", ""Bed linens"", ""Clothing storage: closet"", ""Ethernet connection"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Refrigerator""]",922.0,100,600,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,0,0,20,295,2025-03-27,41,1,0,210,6,200,184400.0,2019-09-22,2024-04-16,4.8,4.83,4.37,4.88,4.9,4.95,4.83,,f,1,0,1,0,0.61
37463695,133598975,2017-06-05,"Istanbul, Turkey",,,,f,1.0,1.0,"['email', 'phone']",t,t,Beyoglu,41.02882,28.98078,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Cooking basics"", ""Stove"", ""Hot water"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Shampoo"", ""Heating"", ""Long term stays allowed"", ""Essentials"", ""Wifi"", ""Luggage dropoff allowed"", ""Dryer"", ""TV"", ""Smoking allowed"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Kitchen"", ""Coffee maker"", ""Refrigerator""]",954.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,0,0,0,86,2025-03-28,35,0,0,0,0,0,0.0,2019-08-28,2021-09-21,4.83,4.89,4.51,4.94,5.0,4.86,4.83,,f,1,1,0,0,0.51
38276900,167360748,2018-01-12,"İstanbul, Turkey",within an hour,100%,63%,f,5.0,5.0,"['email', 'phone', 'work_email']",t,t,Sisli,41.06045,28.99594,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Free street parking"", ""Cooking basics"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hot water"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Elevator"", ""Heating"", ""Long term stays allowed"", ""Essentials"", ""Wifi"", ""Oven"", ""Shared patio or balcony"", ""Lock on bedroom door"", ""Dishwasher"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Host greets you"", ""Bed linens"", ""Coffee maker"", ""Refrigerator""]",570.0,101,365,101.0,101.0,365.0,365.0,101.0,365.0,t,0,0,26,116,2025-03-29,4,1,0,116,1,202,115140.0,2023-01-31,2024-06-01,4.0,4.0,4.0,3.75,4.0,3.75,4.0,,f,5,0,5,0,0.15
38336216,167360748,2018-01-12,"İstanbul, Turkey",within an hour,100%,63%,f,5.0,5.0,"['email', 'phone', 'work_email']",t,t,Sisli,41.06064,28.99598,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Free street parking"", ""Cooking basics"", ""Stove"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Dining table"", ""Elevator"", ""Cleaning available during stay"", ""Shampoo"", ""Heating"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Clothing storage"", ""Hot water kettle"", ""Wifi"", ""Extra pillows and blankets"", ""Oven"", ""Dryer"", ""Portable fans"", ""Lock on bedroom door"", ""Dishwasher"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Host greets you"", ""Patio or balcony"", ""Bed linens"", ""Coffee maker"", ""Refrigerator""]",684.0,100,180,100.0,100.0,180.0,180.0,100.0,180.0,t,0,0,28,118,2025-03-27,4,0,0,118,0,0,0.0,2021-11-29,2023-06-29,5.0,4.75,4.75,5.0,5.0,5.0,4.75,,f,5,0,5,0,0.1
37517146,283176840,2019-08-06,,within a few hours,100%,100%,f,1.0,2.0,"['email', 'phone']",t,t,Kadikoy,40.99048,29.03036,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Hot water"", ""Dishes and silverware"", ""Body soap"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Shampoo"", ""Heating"", ""Essentials"", ""Wifi"", ""Extra pillows and blankets"", ""Portable fans"", ""TV"", ""Smoking allowed"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Bed linens""]",456.0,100,100,100.0,100.0,100.0,100.0,100.0,100.0,t,30,60,90,172,2025-03-27,86,4,0,172,7,255,116280.0,2019-09-14,2024-08-10,4.91,4.87,4.69,4.95,4.97,4.99,4.9,,f,1,0,1,0,1.28
39154760,245379865,2019-02-25,,within a few hours,100%,,f,1.0,1.0,"['email', 'phone']",t,t,Maltepe,40.95087,29.10214,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Exercise equipment: free weights"", ""Free street parking"", ""Lockbox"", ""Air conditioning"", ""Free washer"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Self check-in"", ""Coffee maker"", ""Hangers"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Cleaning available during stay"", ""Mosquito net"", ""Heating"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Waterfront"", ""Wifi"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Portable fans"", ""Pocket wifi"", ""Smoking allowed"", ""Lock on bedroom door"", ""Dishwasher"", ""Backyard"", ""Freezer"", ""Hair dryer"", ""Free dryer"", ""Beach access \u2013 Beachfront"", ""Iron"", ""Microwave"", ""Kitchen"", ""Bathtub"", ""Patio or balcony"", ""Bed linens"", ""Sea view"", ""55 inch HDTV"", ""Refrigerator""]",532.0,101,365,101.0,101.0,365.0,365.0,101.0,365.0,t,29,59,89,364,2025-03-27,8,0,0,279,0,0,0.0,2019-11-28,2023-06-30,4.88,4.88,4.63,4.88,4.75,5.0,4.75,,f,1,0,1,0,0.12
39199575,165239057,2018-01-01,,,,,f,1.0,1.0,"['email', 'phone']",t,t,Maltepe,40.95272,29.10913,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,3.0,"[""Washer"", ""Iron"", ""Air conditioning"", ""Kitchen"", ""TV"", ""Smoking allowed"", ""Hot water"", ""Wifi""]",912.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,29,59,89,179,2025-03-27,0,0,0,179,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
39220525,300954320,2019-10-08,"İstanbul, Turkey",within an hour,100%,0%,f,1.0,3.0,"['email', 'phone']",t,t,Atasehir,40.98518,29.15244,Private room in rental unit,Private room,4,1.0,1 shared bath,1.0,2.0,"[""Lockbox"", ""Air conditioning"", ""Smoke alarm"", ""Breakfast"", ""Self check-in"", ""Washer"", ""Hangers"", ""Free parking on premises"", ""Shampoo"", ""Heating"", ""Essentials"", ""Wifi"", ""Dryer"", ""TV"", ""Smoking allowed"", ""Lock on bedroom door"", ""Private living room"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Kitchen"", ""Pets allowed"", ""Carbon monoxide alarm""]",553.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,30,60,90,365,2025-03-27,1,0,0,280,0,0,0.0,2023-08-13,2023-08-13,5.0,5.0,3.0,5.0,5.0,4.0,5.0,,f,1,0,1,0,0.05
