id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
34058783,3037624,2012-07-24,"Munich, Germany",within an hour,100%,80%,t,1.0,2.0,"['email', 'phone']",t,t,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07912,11.51214,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,3.0,5.0,"[""Outdoor dining area"", ""Board games"", ""Iron"", ""Clothing storage: wardrobe"", ""Oven"", ""Blender"", ""Hangers"", ""Outdoor playground"", ""Free dryer \u2013 In building"", ""Garden view"", ""First aid kit"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Fast wifi \u2013 130 Mbps"", ""Bed linens"", ""Free street parking"", ""Elevator"", ""Stove"", ""Coffee maker"", ""Cleaning available during stay"", ""Host greets you"", ""High chair"", ""Park view"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Hot water kettle"", ""Wine glasses"", ""Shared backyard \u2013 Fully fenced"", ""Free driveway parking on premises \u2013 2 spaces"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Coffee"", ""Outdoor furniture"", ""Free washer \u2013 In building"", ""Private patio or balcony"", ""Bikes"", ""Dining table"", ""Freezer"", ""Hot water"", ""Cooking basics"", ""Crib - available upon request"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Children\u2019s bikes""]",175.0,2,730,2.0,2.0,730.0,730.0,2.0,730.0,t,9,28,54,312,2025-06-25,34,6,1,137,9,36,6300.0,2019-06-19,2025-06-16,4.82,4.91,4.88,4.91,4.91,4.65,4.5,f,1,1,0,0,0.46
34135947,5002751,2013-02-07,"Munich, Germany",within an hour,100%,43%,f,1.0,2.0,"['email', 'phone']",t,t,Berg am Laim,48.12835,11.63169,Private room in rental unit,Private room,4,1.5,1.5 shared baths,1.0,1.0,"[""Window guards"", ""Iron"", ""Lock on bedroom door"", ""Oven"", ""Microwave"", ""Hangers"", ""Washer"", ""Dishwasher"", ""Essentials"", ""Bed linens"", ""Free street parking"", ""Elevator"", ""Stove"", ""Host greets you"", ""Smoke alarm"", ""Refrigerator"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed""]",59.0,7,28,1.0,5.0,28.0,28.0,1.2,28.0,t,13,13,27,64,2025-06-25,40,2,1,60,0,28,1652.0,2019-05-14,2025-06-01,4.63,4.7,4.63,4.78,4.7,4.73,4.63,f,1,0,1,0,0.54
34193278,1936135,2012-03-16,"Munich, Germany",,,,f,2.0,2.0,['phone'],t,t,Sendling,48.11318,11.55102,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Outdoor dining area"", ""Luggage dropoff allowed"", ""Iron"", ""Oven"", ""Hangers"", ""Washer"", ""Dishwasher"", ""Bathtub"", ""Essentials"", ""Free street parking"", ""Elevator"", ""Stove"", ""Coffee maker"", ""Smoke alarm"", ""Single level home"", ""Refrigerator"", ""TV"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Fast wifi \u2013 52 Mbps"", ""Private patio or balcony"", ""Outdoor furniture"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Free parking on premises"", ""Backyard""]",113.0,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0,t,0,0,0,269,2025-06-26,27,0,0,93,0,0,0.0,2019-09-29,2023-08-01,4.93,4.93,4.93,4.85,4.89,4.7,4.78,f,2,2,0,0,0.39
34194191,45120463,2015-09-26,"Munich, Germany",within a few hours,100%,25%,f,1.0,1.0,"['email', 'phone']",t,t,Ludwigsvorstadt-Isarvorstadt,48.137615,11.553809,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,1.0,"[""Outdoor dining area"", ""Essentials"", ""Wifi"", ""Lockbox"", ""Heating"", ""Hot water"", ""Kitchen"", ""Self check-in"", ""Coffee maker"", ""Dishes and silverware"", ""Room-darkening shades"", ""Smoke alarm"", ""Paid parking on premises"", ""Washer"", ""Refrigerator"", ""TV"", ""Backyard""]",126.0,5,365,3.0,5.0,365.0,365.0,5.0,365.0,t,0,4,5,83,2025-06-26,16,7,1,7,9,70,8820.0,2023-11-12,2025-06-22,4.88,4.75,4.88,5.0,4.94,4.63,4.75,f,1,1,0,0,0.81
34228576,1041362,,,,,,t,,,,,,Tudering-Riem,48.1285,11.68519,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Luggage dropoff allowed"", ""Iron"", ""Oven"", ""Free parking on premises"", ""Patio or balcony"", ""Microwave"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Beach essentials"", ""First aid kit"", ""Washer"", ""Dishwasher"", ""TV with standard cable"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Bed linens"", ""Free street parking"", ""Elevator"", ""Stove"", ""Coffee maker"", ""Smoke alarm"", ""Single level home"", ""Refrigerator"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Paid parking on premises"", ""Long term stays allowed"", ""Dryer"", ""Private entrance""]",176.0,3,720,3.0,3.0,720.0,720.0,3.0,720.0,t,28,58,88,89,2025-06-25,13,9,1,89,7,54,9504.0,2019-05-17,2025-06-07,5.0,5.0,5.0,5.0,5.0,4.85,4.85,f,2,1,1,0,0.17
34298106,54373205,2016-01-12,"Ulm, Germany",within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,t,Au-Haidhausen,48.12912,11.60253,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Iron"", ""Drying rack for clothing"", ""Oven"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""First aid kit"", ""Dishwasher"", ""Shower gel"", ""Conditioner"", ""Essentials"", ""Bed linens"", ""Free street parking"", ""Stove"", ""Coffee maker"", ""Smoke alarm"", ""Refrigerator"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Keypad"", ""Dedicated workspace"", ""Room-darkening shades"", ""Books and reading material"", ""Cleaning products"", ""Private patio or balcony"", ""Wifi"", ""Clothing storage"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Courtyard view"", ""Body soap"", ""Dishes and silverware"", ""Dryer"", ""Private entrance""]",288.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,3,17,22,76,2025-06-26,94,27,2,76,30,162,46656.0,2019-06-09,2025-06-15,4.91,4.9,4.93,4.96,4.99,4.97,4.81,t,1,1,0,0,1.28
34312665,94795071,2016-09-12,"Fischbachau, Germany",,,,f,1.0,1.0,"['email', 'phone']",t,t,Altstadt-Lehel,48.13440704345703,11.578750610351562,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,"[""Outdoor dining area"", ""Pets allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Children\u2019s dinnerware"", ""Microwave"", ""Babysitter recommendations"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Dishwasher"", ""75 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, standard cable"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Shower gel"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Crib"", ""Portable fans"", ""Elevator"", ""Stove"", ""Coffee maker"", ""Laundromat nearby"", ""Cleaning available during stay"", ""High chair"", ""Smoke alarm"", ""Hot water kettle"", ""Refrigerator"", ""Wine glasses"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Smart lock"", ""Room-darkening shades"", ""Coffee"", ""Outdoor furniture"", ""Private patio or balcony"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Body soap"", ""Private entrance""]",586.0,1,150,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,6,11,26,245,2025-06-26,167,35,3,89,31,210,123060.0,2019-06-30,2025-06-08,4.84,4.87,4.93,4.79,4.88,4.96,4.54,f,1,1,0,0,2.29
34331943,28482431,2015-02-28,"Söchtenau, Germany",within an hour,100%,99%,f,5.0,5.0,"['email', 'phone']",t,t,Ludwigsvorstadt-Isarvorstadt,48.13024,11.579,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Outdoor dining area"", ""Luggage dropoff allowed"", ""Iron"", ""Drying rack for clothing"", ""Patio or balcony"", ""Hangers"", ""Extra pillows and blankets"", ""First aid kit"", ""Dishwasher"", ""Shower gel"", ""Essentials"", ""Bed linens"", ""Portable fans"", ""Private entrance"", ""Stove"", ""Coffee maker"", ""Laundromat nearby"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Pack \u2019n play/Travel crib"", ""Kneipp body soap"", ""Free dryer \u2013 In unit"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Dining table"", ""Fire extinguisher"", ""Wifi"", ""Lockbox"", ""Hot water"", ""Cooking basics"", ""Crib - available upon request"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""TV with Netflix""]",130.0,1,185,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,4,9,18,266,2025-06-26,269,54,5,90,65,255,33150.0,2019-05-16,2025-06-10,4.7,4.83,4.86,4.84,4.64,4.91,4.55,t,5,5,0,0,3.61
34338749,254350209,2019-04-09,"Munich, Germany",within a day,83%,24%,f,10.0,11.0,"['email', 'phone']",t,t,Schwanthalerhöhe,48.13774,11.54434,Private room in hostel,Private room,15,1.0,1 shared bath,2.0,2.0,"[""Fire extinguisher"", ""Essentials"", ""Wifi"", ""Heating"", ""Kitchen"", ""Smoking allowed"", ""Hangers"", ""Smoke alarm""]",234.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,29,59,86,351,2025-06-26,8,2,0,175,2,12,2808.0,2019-09-29,2024-10-06,4.88,4.88,4.63,4.88,4.88,4.88,4.63,f,10,0,10,0,0.11
34431776,28482431,2015-02-28,"Söchtenau, Germany",within an hour,100%,99%,f,5.0,5.0,"['email', 'phone']",t,t,Ludwigsvorstadt-Isarvorstadt,48.13081,11.57832,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Patio or balcony"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""First aid kit"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Portable fans"", ""Private entrance"", ""Coffee maker"", ""Smoke alarm"", ""Hot water kettle"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Pack \u2019n play/Travel crib"", ""Kneipp body soap"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Dining table"", ""Fire extinguisher"", ""Wifi"", ""Lockbox"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Safe"", ""Dryer"", ""TV with Netflix""]",108.0,1,185,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,7,11,23,97,2025-06-25,225,49,4,67,51,255,27540.0,2019-05-17,2025-06-08,4.64,4.78,4.85,4.88,4.62,4.94,4.51,f,5,5,0,0,3.02
34436149,21198286,2014-09-11,"Brussels, Belgium",within a few hours,100%,76%,t,3.0,3.0,"['email', 'phone']",t,t,Schwabing-West,48.1639,11.57251,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Piano"", ""HDTV with Netflix"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Oven"", ""Microwave"", ""Hangers"", ""Extra pillows and blankets"", ""Indoor fireplace: wood-burning"", ""Free washer"", ""Bathtub"", ""Dishwasher"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Portable fans"", ""Stove"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Heating"", ""Kitchen"", ""Palmolive Handseife, Duschdas Gel body soap"", ""Hair dryer"", ""Room-darkening shades"", ""Cleaning products"", ""Private patio or balcony"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Sound system with aux"", ""Shampoo"", ""Dishes and silverware"", ""Dryer""]",246.0,3,18,1.0,3.0,18.0,18.0,3.0,18.0,t,10,11,15,261,2025-06-25,90,12,3,86,15,72,17712.0,2019-05-17,2025-06-12,4.98,4.98,4.99,4.99,5.0,4.97,4.77,f,1,1,0,0,1.21
34444247,5236407,2013-02-26,"Munich, Germany",within a few hours,90%,80%,t,1.0,1.0,"['email', 'phone']",t,t,Sendling,48.11684036254883,11.548094749450684,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Blender"", ""Natural products shampoo"", ""Hangers"", ""Outdoor playground"", ""Extra pillows and blankets"", ""Washer"", ""First aid kit"", ""Dishwasher"", ""Bathtub"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Portable fans"", ""Host greets you"", ""Fast wifi \u2013 326 Mbps"", ""Laundromat nearby"", ""Breakfast"", ""Cleaning available during stay"", ""SONOS, Done sound system with Bluetooth and aux"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Shared backyard \u2013 Fully fenced"", ""Smeg oven"", ""Other gas stove"", ""Kitchen"", ""Hair dryer"", ""EV charger"", ""Natural products  body soap"", ""Dedicated workspace"", ""Room-darkening shades"", ""Books and reading material"", ""Coffee"", ""Outdoor furniture"", ""Cleaning products"", ""Bikes"", ""Dining table"", ""Freezer"", ""Hot water"", ""Cooking basics"", ""Coffee maker: french press"", ""Dishes and silverware"", ""Dryer""]",71.0,2,14,1.0,2.0,14.0,14.0,2.0,14.0,t,10,11,13,91,2025-06-25,63,29,2,91,38,174,12354.0,2019-05-16,2025-06-01,4.95,4.97,4.98,4.89,4.89,4.89,4.92,f,1,0,1,0,0.85
34542675,63404621,2016-03-17,"Munich, Germany",within a few hours,100%,46%,f,1.0,1.0,"['email', 'phone']",t,t,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0901,11.51311,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,2.0,4.0,"[""Cleaning products"", ""Carbon monoxide alarm"", ""Kitchen"", ""Oven"", ""Essentials"", ""Children\u2019s books and toys"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Hot water"", ""Bathtub"", ""First aid kit"", ""Patio or balcony"", ""Refrigerator"", ""Bed linens"", ""Stove"", ""Room-darkening shades"", ""Private entrance"", ""Dishes and silverware"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Washer"", ""Dishwasher"", ""Coffee maker""]",170.0,3,21,3.0,3.0,21.0,21.0,3.0,21.0,t,13,23,23,79,2025-06-30,46,11,0,79,15,66,11220.0,2019-06-08,2025-04-24,4.61,4.62,4.4,4.76,4.87,4.51,4.35,f,1,1,0,0,0.62
34642714,261350216,2019-05-12,,within a day,100%,94%,t,1.0,1.0,"['email', 'phone']",t,t,Hadern,48.11381,11.48423,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Wifi"", ""Iron"", ""Oven"", ""Heating"", ""Hot water"", ""Kitchen"", ""Cooking basics"", ""Free street parking"", ""Hair dryer"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hangers"", ""Smoke alarm"", ""Refrigerator"", ""Dryer"", ""TV""]",120.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,3,5,13,90,2025-06-25,190,28,1,90,35,168,20160.0,2019-05-24,2025-06-01,4.87,4.92,4.79,4.97,4.91,4.79,4.75,f,1,1,0,0,2.56
34644248,243949708,2019-02-18,"Rosenheim, Germany",,,,f,1.0,1.0,"['email', 'phone']",t,t,Ramersdorf-Perlach,48.12039,11.60282,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Oven""]",200.0,10,10,10.0,10.0,10.0,10.0,10.0,10.0,t,30,60,90,90,2025-06-25,0,0,0,90,0,0,0.0,,,,,,,,,,f,1,1,0,0,
34659449,11718857,2014-01-28,"Munich, Germany",,,75%,f,1.0,1.0,"['email', 'phone']",t,t,Neuhausen-Nymphenburg,48.14594,11.54115,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Oven"", ""Microwave"", ""Blender"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Dishwasher"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Shower gel"", ""Baking sheet"", ""Conditioner"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Electric stove"", ""Shared backyard \u2013 Not fully fenced"", ""Host greets you"", ""Coffee maker"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Single level home"", ""Bluetooth sound system"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Books and reading material"", ""Coffee"", ""Cleaning products"", ""Private patio or balcony"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Verschiedene body soap"", ""Shampoo"", ""Dishes and silverware"", ""Bathtub""]",97.0,3,14,1.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,173,2025-06-26,45,5,0,1,8,30,2910.0,2019-06-26,2024-12-31,4.98,4.98,5.0,5.0,5.0,4.87,4.96,f,1,1,0,0,0.62
34677963,28482431,2015-02-28,"Söchtenau, Germany",within an hour,100%,99%,f,5.0,5.0,"['email', 'phone']",t,t,Ludwigsvorstadt-Isarvorstadt,48.13014,11.57838,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Iron"", ""Patio or balcony"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""First aid kit"", ""Washer"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Bed linens"", ""Private entrance"", ""Stove"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Coffee maker: espresso machine"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Dining table"", ""Fire extinguisher"", ""Wifi"", ""Lockbox"", ""Clothing storage"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Dryer"", ""TV with Netflix""]",107.0,1,185,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,4,10,21,181,2025-06-25,227,56,4,101,54,255,27285.0,2019-05-29,2025-06-05,4.55,4.66,4.77,4.88,4.62,4.9,4.5,f,5,5,0,0,3.07
34845492,262704522,2019-05-19,"Munich, Germany",within an hour,100%,88%,f,1.0,1.0,"['email', 'phone']",t,t,Bogenhausen,48.14355,11.6174,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Oven"", ""Blender"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Dishwasher"", ""TV with standard cable"", ""Essentials"", ""Bed linens"", ""Free street parking"", ""Elevator"", ""Stove"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Bikes"", ""Cleaning products"", ""Dining table"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Long term stays allowed""]",54.0,12,32,12.0,12.0,32.0,32.0,12.0,32.0,t,0,10,40,130,2025-06-26,42,10,0,130,13,240,12960.0,2019-06-18,2025-04-14,4.88,4.79,4.9,4.88,4.86,4.93,4.81,f,1,0,1,0,0.57
34885878,202002417,2018-07-13,,within a day,100%,100%,f,1.0,1.0,"['email', 'phone']",t,t,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0857,11.48534,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Iron"", ""Microwave"", ""Hangers"", ""Siemens refrigerator"", ""Air conditioning"", ""First aid kit"", ""Washer"", ""Dishwasher"", ""Essentials"", ""Bed linens"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""TV"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Cleaning products"", ""Dining table"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Dryer""]",78.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,t,0,0,0,9,2025-06-25,23,3,0,9,6,18,1404.0,2019-06-01,2024-10-05,4.91,4.83,4.83,4.96,5.0,4.91,4.87,f,1,1,0,0,0.31
34928560,1773186,2012-02-19,"Munich, Germany",within an hour,95%,100%,t,6.0,9.0,"['email', 'phone', 'work_email']",t,t,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08721,11.51923,Entire loft,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Luggage dropoff allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Electric stove"", ""Free street parking"", ""Coffee maker"", ""Smoke alarm"", ""32 inch HDTV"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Smart lock"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Coffee"", ""Mini fridge"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Private entrance""]",86.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,27,56,80,352,2025-06-26,175,51,2,176,58,255,21930.0,2019-06-22,2025-06-09,4.86,4.83,4.86,4.93,4.96,4.69,4.73,t,2,2,0,0,2.39
35010350,51257579,2015-12-13,"Munich, Germany",within a few hours,100%,90%,t,2.0,7.0,"['email', 'phone']",t,t,Feldmoching-Hasenbergl,48.21452,11.55721,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Outdoor dining area"", ""Pets allowed"", ""Board games"", ""Iron"", ""Lock on bedroom door"", ""Oven"", ""Luggage dropoff allowed"", ""Clothing storage: closet and dresser"", ""Free parking on premises"", ""Microwave"", ""Blender"", ""Hangers"", ""Outdoor playground"", ""Extra pillows and blankets"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Baking sheet"", ""Conditioner"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Free street parking"", ""Elevator"", ""Host greets you"", ""Shared hot tub"", ""Stainless steel electric stove"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Shared patio or balcony"", ""Barbecue utensils"", ""Sound system"", ""Heating"", ""Kitchen"", ""Smoking allowed"", ""Hair dryer"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Books and reading material"", ""Trash compactor"", ""Outdoor furniture"", ""Cleaning products"", ""Rice maker"", ""Dining table"", ""Freezer"", ""Record player"", ""Fast wifi \u2013 113 Mbps"", ""Hot water"", ""Cooking basics"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Shampoo"", ""Courtyard view"", ""Body soap"", ""Dishes and silverware"", ""Paid parking on premises"", ""Long term stays allowed"", ""Bathtub"", ""Exercise equipment"", ""Backyard""]",62.0,1,15,1.0,1.0,15.0,15.0,1.0,15.0,t,0,8,38,78,2025-06-26,14,7,0,78,7,42,2604.0,2023-03-11,2024-10-02,5.0,5.0,4.86,4.93,5.0,4.79,5.0,f,2,0,2,0,0.5
35117599,51042006,2015-12-11,"Munich, Germany",within a day,92%,65%,f,1.0,3.0,"['email', 'phone']",t,t,Schwanthalerhöhe,48.13773,11.54488,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Outdoor dining area"", ""Pets allowed"", ""Iron"", ""Oven"", ""Microwave"", ""Blender"", ""Washer"", ""Dishwasher"", ""Outdoor kitchen"", ""Toaster"", ""Bed linens"", ""Indoor fireplace"", ""Elevator"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""High chair"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Freezer"", ""Wifi"", ""Hot water"", ""Dishes and silverware"", ""Paid parking on premises"", ""Housekeeping available every day - available at extra cost"", ""BBQ grill"", ""Bathtub""]",350.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,13,32,55,136,2025-06-25,34,32,4,56,25,192,67200.0,2024-06-18,2025-06-22,4.88,4.74,4.79,4.94,4.82,4.94,4.71,f,1,1,0,0,2.73
35247633,265365870,2019-05-31,,,,0%,f,1.0,1.0,"['email', 'phone']",t,t,Ludwigsvorstadt-Isarvorstadt,48.1281,11.5712,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Oven"", ""Patio or balcony"", ""Paid parking off premises"", ""Hangers"", ""Washer"", ""Essentials"", ""Bed linens"", ""Free street parking"", ""Stove"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Lockbox"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Dryer""]",79.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,3,2025-06-25,11,0,0,0,1,0,0.0,2019-06-09,2024-04-13,4.91,5.0,4.91,4.82,5.0,5.0,4.82,f,1,1,0,0,0.15
